d,BD6,DF132,LD12,KD42
2550,18265,17808,18398,17868
2551,18235,17780,18371,17843
2552,18206,17751,18345,17818
2553,18178,17721,18317,17792
2554,18151,17690,18288,17763
2555,18124,17657,18258,17732
2556,18097,17624,18227,17698
2557,18069,17591,18196,17663
2558,18041,17560,18165,17629
2559,18013,17531,18136,17597
2560,17985,17505,18109,17568
2561,17958,17480,18082,17542
2562,17930,17456,18055,17517
2563,17901,17431,18027,17491
2564,17871,17404,17997,17461
2565,17839,17373,17964,17426
2566,17807,17338,17930,17388
2567,17775,17300,17895,17348
2568,17742,17261,17860,17309
2569,17710,17222,17827,17272
2570,17677,17185,17796,17240
2571,17645,17151,17768,17212
2572,17614,17120,17741,17188
2573,17584,17092,17715,17166
2574,17555,17065,17689,17143
2575,17526,17039,17662,17119
2576,17497,17014,17633,17093
2577,17468,16987,17604,17064
2578,17439,16959,17574,17034
2579,17412,16929,17545,17002
2580,17386,16900,17516,16972
2581,17361,16870,17487,16943
2582,17335,16841,17459,16916
2583,17308,16813,17429,16890
2584,17280,16786,17399,16866
2585,17252,16758,17368,16842
2586,17224,16729,17338,16818
2587,17195,16700,17309,16792
2588,17167,16671,17280,16766
2589,17138,16643,17252,16739
2590,17107,16616,17225,16711
2591,17076,16591,17197,16682
2592,17042,16564,17169,16652
2593,17008,16536,17141,16620
2594,16974,16505,17113,16587
2595,16941,16472,17084,16553
2596,16908,16437,17055,16519
2597,16877,16402,17026,16486
2598,16847,16368,16998,16456
2599,16820,16337,16971,16429
2600,16796,16310,16946,16406
2601,16776,16285,16922,16386
2602,16760,16262,16897,16367
2603,16745,16240,16871,16347
2604,16727,16217,16844,16325
2605,16704,16192,16815,16298
2606,16675,16166,16785,16268
2607,16641,16139,16755,16234
2608,16605,16111,16727,16200
2609,16567,16081,16699,16167
2610,16531,16051,16672,16136
2611,16497,16020,16646,16106
2612,16465,15991,16620,16079
2613,16437,15963,16594,16052
2614,16411,15936,16569,16026
2615,16389,15911,16543,16000
2616,16368,15886,16517,15974
2617,16347,15859,16490,15948
2618,16325,15830,16462,15920
2619,16301,15798,16434,15892
2620,16275,15765,16405,15863
2621,16248,15731,16375,15834
2622,16222,15698,16346,15806
2623,16196,15667,16319,15778
2624,16170,15639,16294,15750
2625,16143,15612,16271,15723
2626,16116,15587,16249,15697
2627,16086,15562,16228,15672
2628,16054,15538,16207,15647
2629,16021,15514,16183,15622
2630,15988,15489,16159,15598
2631,15957,15465,16134,15573
2632,15928,15441,16109,15549
2633,15901,15415,16084,15525
2634,15876,15389,16060,15500
2635,15853,15362,16035,15476
2636,15830,15334,16010,15450
2637,15807,15306,15984,15424
2638,15783,15279,15958,15398
2639,15759,15252,15933,15371
2640,15734,15225,15907,15344
2641,15709,15199,15882,15317
2642,15683,15172,15856,15289
2643,15657,15146,15831,15261
2644,15632,15121,15805,15233
2645,15607,15097,15779,15205
2646,15582,15075,15753,15178
2647,15557,15052,15728,15150
2648,15531,15029,15703,15124
2649,15505,15005,15678,15097
2650,15481,14979,15654,15072
2651,15458,14951,15631,15047
2652,15435,14922,15609,15023
2653,15413,14892,15588,15000
2654,15389,14863,15566,14977
2655,15365,14833,15544,14955
2656,15338,14804,15521,14932
2657,15312,14776,15496,14908
2658,15285,14747,15469,14883
2659,15260,14720,15442,14856
2660,15235,14692,15415,14828
2661,15209,14665,15389,14801
2662,15183,14638,15362,14774
2663,15155,14612,15337,14749
2664,15127,14587,15313,14724
2665,15099,14562,15289,14699
2666,15071,14537,15266,14675
2667,15044,14514,15243,14651
2668,15019,14492,15220,14628
2669,14994,14470,15197,14606
2670,14970,14448,15175,14584
2671,14946,14425,15152,14564
2672,14922,14402,15130,14543
2673,14898,14380,15108,14521
2674,14874,14358,15086,14498
2675,14850,14336,15063,14474
2676,14825,14314,15039,14449
2677,14801,14289,15015,14423
2678,14776,14261,14990,14397
2679,14753,14232,14965,14371
2680,14729,14202,14940,14346
2681,14705,14173,14915,14322
2682,14681,14147,14892,14300
2683,14657,14123,14868,14277
2684,14633,14101,14846,14255
2685,14610,14080,14823,14232
2686,14588,14060,14801,14208
2687,14567,14040,14778,14184
2688,14545,14020,14754,14159
2689,14522,14001,14730,14135
2690,14499,13981,14708,14111
2691,14475,13960,14686,14088
2692,14450,13938,14666,14066
2693,14426,13915,14647,14046
2694,14403,13892,14629,14027
2695,14381,13867,14611,14009
2696,14360,13843,14592,13990
2697,14339,13819,14571,13969
2698,14317,13796,14549,13945
2699,14295,13774,14525,13918
2700,14271,13753,14501,13891
2701,14247,13732,14476,13863
2702,14222,13710,14453,13836
2703,14196,13687,14430,13811
2704,14170,13664,14407,13787
2705,14146,13640,14385,13765
2706,14124,13616,14362,13742
2707,14105,13592,14339,13720
2708,14087,13569,14316,13698
2709,14069,13547,14293,13675
2710,14048,13525,14272,13652
2711,14026,13504,14250,13628
2712,14002,13483,14229,13604
2713,13978,13461,14209,13581
2714,13955,13439,14190,13559
2715,13934,13417,14172,13541
2716,13914,13396,14154,13525
2717,13895,13375,14136,13510
2718,13877,13356,14118,13497
2719,13859,13338,14099,13483
2720,13841,13321,14080,13468
2721,13823,13303,14061,13452
2722,13805,13284,14041,13434
2723,13786,13263,14021,13414
2724,13765,13240,14000,13394
2725,13742,13215,13978,13372
2726,13719,13190,13956,13349
2727,13696,13165,13934,13327
2728,13674,13143,13913,13305
2729,13651,13122,13894,13284
2730,13627,13103,13875,13263
2731,13604,13084,13855,13242
2732,13580,13064,13836,13221
2733,13557,13042,13815,13198
2734,13535,13020,13794,13175
2735,13514,12999,13772,13151
2736,13494,12978,13750,13127
2737,13472,12958,13729,13103
2738,13450,12938,13709,13081
2739,13427,12918,13690,13060
2740,13407,12897,13672,13040
2741,13389,12877,13655,13023
2742,13375,12859,13639,13006
2743,13363,12842,13624,12990
2744,13351,12824,13607,12974
2745,13338,12804,13590,12958
2746,13322,12782,13570,12940
2747,13302,12756,13548,12920
2748,13279,12727,13525,12899
2749,13254,12697,13500,12876
2750,13228,12668,13475,12853
2751,13202,12641,13452,12831
2752,13178,12616,13430,12811
2753,13155,12593,13410,12793
2754,13133,12570,13391,12776
2755,13112,12545,13372,12760
2756,13091,12520,13352,12743
2757,13069,12494,13332,12723
2758,13046,12469,13311,12701
2759,13022,12447,13289,12677
2760,12999,12428,13267,12650
2761,12975,12410,13245,12623
2762,12952,12392,13223,12594
2763,12928,12373,13199,12566
2764,12904,12353,13176,12538
2765,12881,12333,13153,12513
2766,12858,12314,13132,12490
2767,12836,12295,13112,12470
2768,12815,12276,13092,12451
2769,12794,12257,13073,12433
2770,12770,12236,13053,12414
2771,12745,12212,13031,12393
2772,12719,12187,13007,12370
2773,12692,12161,12981,12346
2774,12666,12135,12954,12323
2775,12641,12110,12928,12301
2776,12619,12086,12903,12281
2777,12598,12062,12880,12263
2778,12579,12040,12858,12245
2779,12561,12018,12838,12228
2780,12544,11997,12819,12211
2781,12527,11978,12802,12192
2782,12511,11959,12786,12172
2783,12493,11939,12769,12150
2784,12473,11918,12752,12125
2785,12452,11896,12733,12097
2786,12428,11872,12712,12069
2787,12405,11848,12690,12042
2788,12384,11825,12667,12017
2789,12365,11803,12645,11995
2790,12348,11782,12625,11976
2791,12331,11763,12606,11958
2792,12313,11744,12586,11942
2793,12293,11725,12567,11926
2794,12273,11707,12547,11910
2795,12252,11690,12527,11895
2796,12232,11673,12506,11878
2797,12212,11656,12486,11861
2798,12192,11638,12465,11843
2799,12171,11621,12445,11822
2800,12149,11603,12425,11800
2801,12127,11586,12405,11776
2802,12106,11569,12385,11752
2803,12085,11551,12364,11728
2804,12064,11531,12343,11705
2805,12043,11510,12323,11683
2806,12021,11488,12302,11663
2807,11999,11464,12282,11644
2808,11976,11440,12264,11627
2809,11953,11416,12246,11610
2810,11931,11393,12230,11593
2811,11910,11371,12215,11577
2812,11889,11350,12200,11561
2813,11870,11330,12184,11544
2814,11852,11311,12166,11526
2815,11834,11292,12147,11508
2816,11816,11273,12126,11489
2817,11798,11254,12103,11468
2818,11780,11236,12081,11447
2819,11760,11217,12059,11425
2820,11741,11197,12039,11403
2821,11721,11176,12020,11382
2822,11702,11155,12001,11361
2823,11682,11133,11983,11340
2824,11661,11109,11963,11319
2825,11639,11086,11944,11300
2826,11617,11062,11924,11281
2827,11595,11041,11905,11263
2828,11574,11021,11887,11245
2829,11557,11004,11869,11227
2830,11541,10988,11852,11210
2831,11528,10971,11835,11192
2832,11515,10954,11817,11174
2833,11503,10938,11800,11157
2834,11490,10922,11784,11143
2835,11478,10909,11770,11131
2836,11466,10897,11757,11122
2837,11454,10886,11746,11114
2838,11443,10874,11735,11106
2839,11430,10859,11723,11096
2840,11417,10843,11711,11085
2841,11404,10826,11698,11074
2842,11391,10809,11685,11063
2843,11378,10793,11672,11052
2844,11365,10779,11660,11043
2845,11352,10767,11649,11035
2846,11338,10757,11638,11027
2847,11322,10749,11628,11017
2848,11305,10742,11617,11007
2849,11288,10736,11608,10996
2850,11271,10730,11598,10984
2851,11257,10724,11589,10972
2852,11245,10716,11581,10960
2853,11235,10707,11572,10948
2854,11227,10696,11564,10938
2855,11221,10683,11556,10929
2856,11217,10671,11549,10920
2857,11213,10658,11542,10912
2858,11209,10646,11535,10905
2859,11205,10636,11529,10899
2860,11200,10627,11524,10895
2861,11196,10619,11520,10894
2862,11191,10613,11517,10895
2863,11188,10608,11514,10898
2864,11187,10605,11513,10902
2865,11187,10604,11512,10905
2866,11189,10606,11513,10910
2867,11193,10612,11516,10915
2868,11200,10620,11521,10922
2869,11208,10630,11530,10930
2870,11216,10642,11542,10939
2871,11224,10655,11557,10950
2872,11233,10668,11574,10961
2873,11244,10680,11591,10974
2874,11257,10693,11608,10988
2875,11274,10707,11625,11006
2876,11294,10722,11641,11027
2877,11316,10739,11659,11051
2878,11341,10758,11679,11076
2879,11366,10778,11702,11102
2880,11391,10797,11726,11129
2881,11416,10817,11751,11155
2882,11441,10837,11776,11181
2883,11466,10857,11801,11207
2884,11489,10879,11826,11233
2885,11512,10902,11851,11259
2886,11533,10926,11875,11284
2887,11554,10949,11898,11309
2888,11575,10970,11922,11332
2889,11598,10988,11945,11355
2890,11620,11005,11969,11376
2891,11642,11020,11992,11397
2892,11663,11035,12015,11416
2893,11681,11051,12034,11434
2894,11699,11067,12052,11450
2895,11715,11084,12066,11465
2896,11729,11099,12078,11478
2897,11742,11112,12089,11493
2898,11754,11123,12099,11508
2899,11763,11131,12109,11524
2900,11771,11136,12120,11539
2901,11778,11140,12129,11553
2902,11782,11143,12138,11563
2903,11784,11145,12144,11569
2904,11783,11147,12148,11571
2905,11780,11148,12148,11570
2906,11774,11147,12146,11564
2907,11765,11142,12140,11556
2908,11754,11134,12132,11544
2909,11740,11121,12121,11529
2910,11723,11105,12108,11512
2911,11704,11086,12092,11493
2912,11683,11065,12075,11472
2913,11661,11043,12055,11451
2914,11637,11021,12035,11429
2915,11613,10997,12012,11405
2916,11587,10973,11988,11380
2917,11560,10946,11961,11353
2918,11530,10917,11933,11324
2919,11498,10886,11903,11295
2920,11466,10855,11873,11264
2921,11433,10825,11843,11235
2922,11401,10796,11815,11206
2923,11370,10770,11789,11180
2924,11340,10745,11763,11154
2925,11312,10720,11738,11128
2926,11284,10695,11713,11103
2927,11257,10668,11686,11076
2928,11230,10639,11659,11048
2929,11203,10608,11630,11020
2930,11176,10576,11601,10992
2931,11147,10546,11572,10964
2932,11117,10516,11543,10936
2933,11086,10488,11513,10907
2934,11054,10459,11483,10876
2935,11021,10429,11451,10843
2936,10987,10397,11418,10809
2937,10951,10364,11385,10774
2938,10916,10330,11351,10737
2939,10882,10296,11317,10700
2940,10849,10262,11283,10663
2941,10818,10228,11249,10626
2942,10786,10193,11214,10590
2943,10754,10157,11177,10554
2944,10721,10119,11138,10517
2945,10685,10080,11098,10479
2946,10647,10039,11057,10440
2947,10606,9997,11015,10399
2948,10562,9955,10971,10356
2949,10516,9913,10926,10309
2950,10467,9870,10879,10261
2951,10417,9826,10830,10211
2952,10366,9781,10781,10162
2953,10317,9735,10733,10114
2954,10268,9689,10684,10066
2955,10220,9641,10636,10020
2956,10172,9594,10589,9973
2957,10124,9546,10543,9926
2958,10077,9497,10497,9879
2959,10030,9449,10452,9833
2960,9986,9401,10407,9786
2961,9942,9355,10362,9740
2962,9899,9309,10317,9694
2963,9855,9266,10271,9649
2964,9810,9225,10226,9603
2965,9765,9184,10181,9558
2966,9721,9145,10138,9513
2967,9678,9106,10097,9471
2968,9638,9067,10058,9431
2969,9601,9030,10022,9394
2970,9565,8994,9987,9359
2971,9530,8960,9953,9326
2972,9496,8928,9919,9293
2973,9461,8897,9885,9259
2974,9426,8866,9850,9224
2975,9390,8833,9814,9187
2976,9352,8799,9777,9150
2977,9313,8764,9739,9113
2978,9274,8728,9702,9076
2979,9235,8692,9666,9040
2980,9198,8656,9631,9005
2981,9163,8621,9597,8970
2982,9128,8585,9563,8934
2983,9094,8549,9528,8898
2984,9058,8512,9493,8862
2985,9021,8475,9456,8825
2986,8982,8438,9420,8787
2987,8942,8403,9383,8750
2988,8902,8369,9347,8712
2989,8862,8338,9310,8673
2990,8825,8307,9274,8635
2991,8789,8277,9238,8597
2992,8756,8246,9201,8562
2993,8723,8214,9164,8528
2994,8690,8179,9128,8497
2995,8657,8144,9092,8468
2996,8622,8110,9058,8440
2997,8588,8076,9025,8411
2998,8553,8045,8993,8380
2999,8519,8014,8960,8348
3000,8485,7983,8925,8312
3001,8450,7951,8889,8274
3002,8415,7916,8852,8235
3003,8380,7878,8815,8194
3004,8346,7840,8779,8154
3005,8312,7801,8744,8115
3006,8280,7764,8711,8078
3007,8249,7728,8681,8042
3008,8217,7694,8651,8007
3009,8186,7661,8621,7974
3010,8155,7629,8592,7941
3011,8126,7598,8563,7911
3012,8098,7569,8533,7882
3013,8069,7541,8502,7854
3014,8040,7515,8472,7826
3015,8009,7490,8442,7798
3016,7977,7465,8412,7770
3017,7944,7439,8383,7741
3018,7913,7412,8356,7712
3019,7884,7386,8330,7685
3020,7858,7359,8307,7660
3021,7834,7333,8285,7637
3022,7811,7307,8263,7616
3023,7791,7284,8241,7595
3024,7771,7262,8219,7575
3025,7753,7243,8196,7555
3026,7735,7226,8174,7535
3027,7716,7209,8153,7516
3028,7697,7194,8133,7498
3029,7678,7177,8115,7481
3030,7659,7160,8098,7463
3031,7640,7140,8080,7446
3032,7621,7119,8062,7428
3033,7602,7096,8043,7409
3034,7582,7072,8023,7389
3035,7562,7048,8002,7368
3036,7542,7024,7982,7346
3037,7522,7002,7963,7324
3038,7501,6982,7945,7302
3039,7481,6965,7928,7282
3040,7461,6951,7913,7264
3041,7443,6938,7900,7249
3042,7426,6926,7889,7235
3043,7412,6915,7878,7223
3044,7399,6903,7867,7213
3045,7387,6891,7856,7203
3046,7376,6879,7844,7192
3047,7365,6868,7830,7179
3048,7352,6856,7815,7164
3049,7338,6844,7798,7147
3050,7322,6831,7781,7129
3051,7307,6816,7763,7111
3052,7291,6800,7746,7094
3053,7277,6784,7731,7079
3054,7263,6767,7718,7066
3055,7250,6750,7706,7053
3056,7238,6734,7694,7041
3057,7224,6718,7681,7028
3058,7210,6702,7668,7014
3059,7194,6685,7653,6999
3060,7177,6668,7637,6982
3061,7159,6651,7621,6965
3062,7140,6633,7603,6947
3063,7121,6615,7584,6929
3064,7102,6598,7565,6911
3065,7084,6583,7546,6895
3066,7068,6569,7529,6881
3067,7052,6555,7511,6867
3068,7036,6541,7496,6854
3069,7019,6527,7481,6839
3070,7001,6512,7467,6825
3071,6982,6497,7453,6809
3072,6961,6482,7438,6793
3073,6941,6467,7423,6776
3074,6921,6451,7407,6758
3075,6901,6434,7390,6741
3076,6882,6415,7373,6724
3077,6863,6396,7357,6707
3078,6846,6377,7342,6691
3079,6829,6358,7327,6674
3080,6813,6341,7313,6658
3081,6799,6326,7298,6641
3082,6785,6312,7283,6624
3083,6772,6300,7266,6608
3084,6759,6288,7249,6592
3085,6746,6275,7232,6579
3086,6734,6263,7218,6569
3087,6723,6250,7206,6560
3088,6712,6236,7196,6553
3089,6701,6223,7188,6544
3090,6690,6209,7179,6534
3091,6677,6196,7170,6522
3092,6664,6183,7159,6508
3093,6651,6170,7147,6493
3094,6638,6157,7134,6477
3095,6625,6145,7120,6461
3096,6613,6132,7105,6445
3097,6600,6119,7088,6430
3098,6587,6104,7071,6416
3099,6574,6088,7054,6402
3100,6560,6070,7038,6389
3101,6547,6052,7023,6376
3102,6533,6034,7009,6363
3103,6519,6018,6998,6351
3104,6505,6003,6987,6339
3105,6491,5989,6977,6328
3106,6475,5977,6966,6315
3107,6457,5965,6953,6302
3108,6438,5954,6940,6286
3109,6419,5944,6925,6270
3110,6400,5934,6911,6254
3111,6383,5925,6898,6239
3112,6368,5916,6885,6227
3113,6354,5906,6874,6217
3114,6342,5894,6863,6209
3115,6330,5881,6851,6202
3116,6320,5865,6839,6195
3117,6311,5848,6826,6186
3118,6301,5831,6813,6175
3119,6290,5816,6798,6162
3120,6276,5801,6783,6146
3121,6260,5787,6767,6128
3122,6243,5774,6751,6111
3123,6225,5761,6734,6095
3124,6209,5748,6718,6081
3125,6195,5735,6703,6069
3126,6183,5722,6691,6061
3127,6173,5710,6681,6053
3128,6164,5700,6673,6047
3129,6155,5691,6666,6041
3130,6147,5683,6658,6034
3131,6137,5675,6650,6025
3132,6126,5666,6641,6014
3133,6114,5656,6630,6002
3134,6099,5644,6619,5988
3135,6084,5633,6607,5973
3136,6069,5622,6594,5957
3137,6053,5611,6583,5940
3138,6038,5600,6571,5924
3139,6024,5590,6560,5909
3140,6011,5579,6548,5895
3141,5999,5566,6536,5882
3142,5988,5551,6525,5870
3143,5979,5534,6513,5858
3144,5969,5515,6501,5847
3145,5959,5497,6489,5835
3146,5948,5481,6477,5825
3147,5937,5467,6465,5816
3148,5925,5458,6453,5808
3149,5912,5450,6441,5800
3150,5899,5442,6429,5792
3151,5887,5434,6416,5783
3152,5876,5424,6403,5773
3153,5868,5414,6390,5762
3154,5861,5403,6377,5750
3155,5854,5393,6366,5737
3156,5847,5382,6354,5723
3157,5839,5371,6344,5710
3158,5828,5358,6333,5697
3159,5815,5345,6321,5685
3160,5800,5329,6308,5673
3161,5783,5313,6295,5662
3162,5765,5297,6281,5649
3163,5748,5282,6268,5635
3164,5731,5268,6255,5620
3165,5717,5257,6244,5606
3166,5704,5248,6233,5592
3167,5694,5241,6222,5579
3168,5684,5235,6211,5568
3169,5675,5229,6199,5556
3170,5665,5220,6188,5546
3171,5655,5211,6179,5536
3172,5643,5202,6170,5527
3173,5631,5193,6163,5520
3174,5618,5184,6156,5514
3175,5605,5175,6149,5509
3176,5593,5165,6142,5504
3177,5581,5153,6133,5498
3178,5572,5138,6123,5490
3179,5564,5123,6113,5482
3180,5557,5110,6104,5474
3181,5550,5098,6095,5466
3182,5543,5090,6089,5459
3183,5535,5083,6082,5453
3184,5525,5077,6076,5447
3185,5513,5070,6068,5440
3186,5500,5061,6059,5431
3187,5487,5051,6048,5420
3188,5475,5039,6036,5406
3189,5464,5027,6025,5392
3190,5455,5015,6014,5376
3191,5448,5002,6004,5362
3192,5441,4991,5996,5350
3193,5434,4981,5989,5340
3194,5425,4972,5982,5332
3195,5415,4962,5975,5324
3196,5403,4951,5967,5317
3197,5389,4939,5958,5309
3198,5373,4925,5948,5300
3199,5358,4912,5937,5291
3200,5344,4899,5925,5282
3201,5332,4888,5914,5273
3202,5323,4879,5904,5263
3203,5316,4871,5895,5252
3204,5310,4864,5887,5243
3205,5305,4857,5879,5233
3206,5300,4851,5872,5225
3207,5294,4846,5865,5217
3208,5288,4839,5858,5211
3209,5280,4833,5852,5205
3210,5271,4825,5845,5200
3211,5262,4816,5838,5195
3212,5255,4807,5830,5191
3213,5249,4797,5822,5187
3214,5244,4786,5811,5181
3215,5239,4775,5800,5173
3216,5231,4763,5787,5161
3217,5220,4752,5775,5146
3218,5208,4742,5764,5129
3219,5195,4735,5754,5113
3220,5183,4730,5746,5100
3221,5174,4725,5739,5090
3222,5165,4720,5733,5083
3223,5156,4713,5726,5078
3224,5146,4705,5719,5073
3225,5134,4696,5712,5068
3226,5121,4687,5704,5063
3227,5108,4678,5695,5057
3228,5095,4670,5687,5049
3229,5083,4663,5679,5040
3230,5073,4654,5672,5030
3231,5066,4644,5665,5020
3232,5060,4633,5658,5010
3233,5055,4620,5652,5001
3234,5051,4606,5644,4993
3235,5047,4593,5637,4987
3236,5040,4581,5629,4980
3237,5031,4570,5621,4974
3238,5021,4561,5613,4967
3239,5009,4554,5606,4959
3240,4997,4548,5599,4949
3241,4986,4543,5594,4940
3242,4977,4539,5588,4931
3243,4969,4533,5582,4923
3244,4961,4526,5575,4915
3245,4952,4518,5568,4909
3246,4944,4508,5559,4903
3247,4935,4498,5551,4897
3248,4928,4489,5543,4892
3249,4924,4480,5536,4888
3250,4920,4473,5528,4884
3251,4917,4467,5521,4879
3252,4912,4461,5514,4873
3253,4906,4455,5507,4865
3254,4897,4448,5499,4855
3255,4886,4440,5491,4844
3256,4875,4431,5483,4833
3257,4863,4422,5476,4821
3258,4850,4411,5469,4810
3259,4838,4401,5462,4799
3260,4827,4391,5455,4791
3261,4818,4381,5448,4784
3262,4810,4372,5441,4779
3263,4804,4365,5434,4775
3264,4798,4358,5428,4770
3265,4793,4352,5422,4765
3266,4788,4347,5416,4760
3267,4783,4342,5410,4752
3268,4777,4335,5403,4744
3269,4770,4327,5397,4736
3270,4762,4317,5390,4728
3271,4754,4307,5384,4720
3272,4745,4297,5377,4711
3273,4736,4288,5369,4703
3274,4727,4281,5362,4696
3275,4720,4276,5355,4689
3276,4713,4272,5348,4684
3277,4706,4268,5342,4679
3278,4698,4265,5335,4674
3279,4688,4260,5328,4667
3280,4676,4254,5318,4657
3281,4663,4246,5308,4646
3282,4650,4238,5298,4634
3283,4640,4230,5288,4623
3284,4633,4222,5280,4614
3285,4628,4216,5272,4606
3286,4625,4210,5265,4600
3287,4621,4204,5258,4593
3288,4616,4198,5250,4585
3289,4610,4190,5241,4577
3290,4602,4182,5232,4570
3291,4593,4173,5224,4562
3292,4584,4163,5218,4555
3293,4575,4154,5212,4549
3294,4564,4145,5206,4542
3295,4553,4136,5201,4535
3296,4542,4127,5195,4527
3297,4530,4118,5188,4520
3298,4520,4109,5182,4512
3299,4510,4100,5174,4505
